course_code,course_title,u,has_asterisk
MATH F420,Mathematical Modeling,4,No
MATH F422,Numerical Methodology for Partial Differential Equations,4,No
MATH F423,Introduction to Algebraic Topology,3,No
MATH F427,Statistical Simulation and Data Analysis,4,No
MATH F431,Distribution Theory,3,No
MATH F432,Applied Statistical Methods,3,No
MATH F444,Numerical Solutions of Ordinary Differential Equations,3,No
MATH F445,Mathematical Fluid Dynamics,30,No
MATH F456,Cosmology,3,No
MATH F471,Nonlinear Optimization,3,No
MATH F481,Commutative Algebra,3,No
MATH F492,Wavelet analysis and applications,4,No
PHY F211,Classical Mechanics,4,No
PHY F213,Optics,3,No
PHY F214,Electricity, Magnetism & Optics Laboratory,2,No
PHY F241,Electromagnetic Theory II,4,No
PHY F242,Quantum Mechanics I,3,No
PHY F243,Mathematical Methods of Physics,3,No
PHY F244,Modern Physics Laboratory,2,No
PHY F311,Quantum Mechanics II,3,No
PHY F312,Statistical Mechanics,3,No
PHY F313,Computational Physics,3,No
PHY F341,Solid State Physics,3,No
PHY F342,Atomic & Molecular Physics,3,No
PHY F343,Nuclear & Particle Physics,3,No
PHY F344,Advanced Physics Laboratory,3,No
BITS F316,Nonlinear Dynamics and Chaos,3,No
BITS F317,Theoretical Neuroscience,3,No
BITS F446,Pattern Recognition,3,No
PHY F215,Introduction to Astronomy & Astrophysics,3,No
PHY F315,Theory of Relativity,3,No
PHY F316,Musical Acoustics,3,No
PHY F317,Introduction to Radio Astronomy,3,No
PHY F318,Atoms and Photons,3,No
PHY F346,Laser Science and Technology,3,No
PHY F378,Plasma Physics and its Applications,30,No
PHY F379,Thin Film Technology,3,No
PHY F412,Introduction To Quantum Field Theory,4,No
PHY F413,Particle Physics,4,No
PHY F414,Physics of Advanced Materials,4,No
PHY F415,General Theory of Relativity and Cosmology,4,No
PHY F416,Soft Condensed Matter Physics,4,No
PHY F417,Experimental Methods of Physics,4,No
PHY F418,Lasers and Applications,4,No
PHY F419,Advanced Solid State Physics,4,No
PHY F420,Quantum Optics,4,No
PHY F421,Advanced Quantum Mechanics,4,No
PHY F422,Group Theory and Applications,3,No
PHY F423,Special Topics in Statistical Mechanics,3,No
PHY F424,Advanced Electrodynamics,4,No
PHY F425,Advanced Mathematical Methods of Physics,4,No
PHY F426,Physics of Semiconductor Devices,4,No
PHY F427,Atmospheric Physics,3,No
PHY F428,Quantum Information Theory,3,No
PHY F431,Geometrical Methods in Physics,3,No
PHY F432,Classical Theory of Fields: A Symmetry Perspective,4*,Yes
PHY F433,Topics in Nonlinear Optics,3,No
PHY F434,Foundations of Quantum Mechanics,3,No
PHY F435,Advanced Computational Physics,3,No
PHY G512,Advanced Quantum Field Theory,3,No
GS F221,Business Communication,3,No
GS F222,Language Lab Practice,3,No
GS F223,Introduction to Mass Communication,3,No
GS F224,Print and Audio Visual Advertising,3,No
GS F241,Creative Writing,3,No
GS F243,Current Affairs,3,No
GS F244,Reporting and Writing for Media,3,No
GS F245,Effective Public Speaking,3,No
GS F321,Mass Media Content and Design,3,No
GS F322,Critical Analysis of Literature and Cinema,3,No
GS F342,Computer Mediated Communication,3,No
GS F343,Short Film and Video Production,3,No
BITS F385,Introduction to Gender Studies,3,No
GS F211,Modern Political Concepts,3,No
GS F212,Environment, Development & Climate Change,3,No
GS F231,Dynamics of Social Change,3,No
GS F232,Introductory Psychology,3,No
GS F234,Development Economics,3,No
GS F242,Cultural Studies,3,No
GS F311,Introduction to Conflict Management,3,No
GS F312,Applied Philosophy,3,No
GS F313,Marxian Thoughts,3,No
GS F325,Journalism,3,No
GS F326,Creative Thinking,3,No
GS F327,Selected Reading,3,No
GS F331,Techniques in Social Research,3,No
GS F333,Public Administration,3,No
GS F334,Global Business Technology & Knowledge Sharing,3,No
GS F344,Copywriting,2,No
HSS F227,Cross Cultural Skills,3,No
HSS F232,Introduction to Development Studies,3,No
HSS F247,Social Informatics,3,No
HSS F315,Society, Business, and Politics,3,No
HSS F317,Introduction to Globalization,3,No
HSS F319,Lighting for Theatre and Films,2*,Yes
HSS F323,Organizational Psychology,3,No
PHY F320,Space Physics,3,No
PHY F436,Space Science Instrumentation,4,No
PHY F437,Scientific Computing and Data Analysis,4,No
HSS F328,Human Resource Development,3,No
HSS F341,Performance Design,3,No
HSS F343,Professional Ethics,3,No
HSS F346,International Relations,3,No
HSS F384,Indian National Movement,3,No
BBA F121,Business Ethics and Corporate Social Responsibility,3,No
BBA F211,Financial and Management Accounting,3,No
BBA F221,Human Resource Management,3,No
BBA F222,Business Law and Compliance,3,No
BBA F311,Design Thinking,4,No
BBA F321,Digital Enterprises,3,No
BITS F330,Negotiation Skills and Techniques,3*,Yes
BITS F428,Essentials of Strategic Management,3,No
MGTS F311,Marketing,3,No
MGTS F314,Essentials of Financial Management,3,No
MGTS F351,Organizational Behaviour,3,No
BBA F341,Behavioral Finance,3,No
BBA F342,Fintech,3,No
BBA F343,Mergers and Acquisitions,3,No
BBA F411,Forensic Accounting,3,No
BBA F412,Islamic Finance,3,No
BITS F493,Business Analysis and Valuation,3,No
FIN F243,Functions & Working of Stock Exchanges,3,No
FIN F311,Derivatives & Risk Management,3,No
FIN F313,Security Analysis & Portfolio Management,3,No
FIN F414,Financial Risk Analytics & Management,3,No
BBA F344,Marketing Channels,3,No
BBA F355,International Marketing Strategies,3,No
BBA F345,Financial Analytics,3,No
BBA F346,Predictive Analytics,3,No
BBA F413,Sales and Distribution Management,3,No
BBA F414,Introduction to Services Marketing,3,No
GS F213,Development Theories,3,No
GS F233,Public Policy,3,No
GS F332,Contemporary India,3,No
BITS F214,Science, Technology and Modernity,3,No
BITS F399,Humanistic Theories of Science and Technology,3,No
HSS F233,Main Trends in Indian History,3,No
HSS F234,Main Currents of Modern History,3,No
HSS F235,Introductory Philosophy,3,No
HSS F236,Symbolic Logic,3,No
HSS F312,Bureaucracy,3,No
HSS F344,Heritage of India,3,No
HSS F345,Gandhian Thoughts,3,No
BBA F415,Customer Relationship Management,3,No
BBA F416,Fundamentals of Retailing,3,No
BITS F427,Digital Marketing,3,No
MGTS F313,Product and Brand Management,3,No
XXX F266,Study Project,3,No
XXX F366,Laboratory Project,3,No
XXX F367,Laboratory Project,3,No
XXX F376,Design Project,3,No
XXX F377,Design Project,3,No
XXX F491,Special Project,3,No
MGTS F433,Advertising and Sales Promotion,3,No
BBA F347,Marketing Analytics,3,No
BBA F348,People Analytics,3,No
BBA F417,Prescriptive Analytics,3,No
BBA F418,Pricing Analytics,3*,Yes
BBA F419,Time Series Analysis and Forecasting,3,No
BITS F455,Analytics for Supply Chain,3*,Yes
BBA F349,Training and Development,3,No
BBA F350,Performance Management,3,No
BBA F351,Compensation Management,3,No
BBA F352,Strategic Human Resource Management,3,No
BBA F353,Organizational Change and Development,3,No
BBA F420,Work, Health and Safety,3,No
BBA F421,Leadership Skills,3,No
BBA F422,International Human Resource Management,3,No
BBA F423,Talent Management and Development,3,No
BBA F424,Strategic Leadership,3,No
BITS G517,Cross Cultural Management,3,No
BBA F425,Introduction to Logistics Management,3,No
BITS F490,Project Management,4,No
ECON F344,Models in Operations Management,3,No
ME F412,Production Planning and Control,3,No
BITS F226,Soft Skills for Professionals,3,No
BITS F328,Innovation Ecosystem and the Future of Work,4*,Yes
BITS F419,Management of Cross Cultural Engineering Teams,3,No
HSS F211,Introduction to Arabic,3,No
HSS F221,Readings from Drama,3,No
HSS F222,Linguistics,3,No
HSS F223,Appreciation of Indian Music,3,No
HSS F224,English Skills for Academic,3,No
HSS F226,Postmodernism,3,No
HSS F228,Phonetics & Spoken English,3,No
HSS F229,Introduction to Western Music,3,No
HSS F237,Contemporary Indian English Fiction,3,No
HSS F238,Sports and Society,3,No
HSS F244,Crime and New Media,3,No
HSS F245,Gender, Science and Technology,3,No
HSS F246,Philosophy of Nāgārjuna,3,No
HSS F248,Introduction to Disability Studies,3,No
HSS F249,Politics in India,3,No
HSS F250,Comics and Visual Culture,3,No
HSS F251,Introduction to Discourse and Conversational Analysis,3,No
HSS F252,International Law,3,No
HSS F253,Upcycling Theory,3,No
HSS F266,Study Project,3,No
HSS F311,Introduction to Videogame Studies,3,No
HSS F313,Introduction to Contemporary Arts,3,No
HSS F314,Maritime Studies and Blue Economy,3,No
HSS F316,Popular Literature and Culture of South Asia,3,No
HSS F318,Introduction to Anthropology,3,No
HSS F325,Cinematic Adaptation,3,No
HSS F326,Humanities and Design,3,No
HSS F327,Contemporary Drama,3,No
HSS F329,Musicology - An - Introduction,3,No
HSS F330,Appreciation of Art,3,No
HSS F331,Sankara's Thoughts,3,No
HSS F332,Cinematic Art,3*,Yes
HSS F333,Comparative Religion,3,No
HSS F334,Srimad Bhagavad Gita,3,No
HSS F335,Literary Criticism,3,No
HSS F336,Modern Fiction,3,No
HSS F337,English Literary Forms and Movements,3,No
HSS F338,Comparative Indian Literature,3,No
HSS F339,Theatre Art Acting and Production,3,No
HSS F340,Post Colonial Literatures,3,No
HSS F342,Advanced Communicative English,3,No
HSS F347,Introduction to Carnatic Music,3,No
HSS F348,Introduction to Hindustani Music,3,No
HSS F349,Ecocriticism,3,No
HSS F350,Human Rights: History, Theory & Practice,3,No
HSS F351,Social and Political Ecology,3,No
HSS F352,Technology, Work and Society,3,No
HSS F353,Philosophy of Aesthetics,3,No
HSS F354,Introduction to Islamic Economy,3,No
HSS F355,Dictatorship, Democracy & Development,3,No
HSS F356,Social Movements and Protest Politics,3,No
HSS F364,Political Economy of Gulf Cooperation Council States,3,No
HSS F365,Science of Sustainable Happiness,3,No
HSS F368,Asian Cinemas and Cultures,3,No
HSS F369,Caste and Gender in India,3,No
HSS F371,Cities-Life, Issues and Conflicts,3,No
HSS F372,Introduction to Social Psychology,3,No
HSS F373,Shakespeare and Popular Culture,3,No
HSS F374,Urban Modernity and the Renewal of Paris,3,No
HSS F375,Business and Politics in Colonial and Post Colonial India: a historical approach,3,No
HSS F378,Cinemas of India: From Past to Present,3,No
HSS F380,Performance Studies,3,No
HSS F382,Housing: programs, policies and practices,3,No
HSS F383,Introduction to Museum Studies,3,No
HSS F385,Mental Health Literacy for Youth,3,No
HSS F386,Ocean Humanities,3,No
HSS F399,Introduction to American Literature,3,No
SANS F111,Sanskrit,3,No
BITS C483,Indian Wisdom for Modern Management,3,No
BITS F211,Introduction to IPR,1,No
BITS F212,Introduction to Human Rights,1,No
BITS F213,Introduction to Environmental studies,1,No
BITS F215,Applications of Bio-Medical Instrumentation Techniques in Healthcare,2,No
BITS F225,Environmental Studies,3,No
BITS F320,Managerial Skills,2*,Yes
BITS F321,Legal and Economic Environment of Business,4*,Yes
BITS F333,Project on Organisational Aspects,3,No
BITS F334,Project on Organisational Aspects,3,No
BITS F372,Data Communications and Networks,3,No
BITS F381,TIC Projects,3,No
BITS F382,Reading Course,3,No
BITS F383,TIC Projects,3,No
BITS F398,Creative Multimedia,3,No
BITS F414,Introduction to Bioinformatics,3,No
BITS F431,Flexible Manufacturing Systems,3,No
BITS F442,Remote Sensing and Image Processing,3,No
BITS F444,Artificial Intelligence,3,No
BITS F445,Neural Networks and Applications,3,No
BITS F447,Multimedia Computing,3,No
BITS F448,Retail Management Systems,3,No
BITS F449,Financial Engineering,3,No
BITS F461,Software Engineering,3,No
BITS F468,New Venture Creation,3,No
BITS F488,Services Management Systems,3,No
BITS G516,Introduction to Business Sustainability,3,No
PHY F221,Modern Physics,3,No
PHY F345,Quantum Mechanics for Engineers,3,No
BITS N101T,PHY FITNESS HEALTH & WEL,1*,Yes
BITS N301T,LEADERSHIP ORIENTATION AND TEAMWORK,3,No
CHI N101T,BEGINNING CHINESE,3,No
FRE N101T,BEGINNING FRENCH,3*,Yes
FRE N102T,TECHNICAL FRENCH,3,No
GER N101T,BEGINNING GERMAN,3,No
GER N102T,TECHNICAL GERMAN,3,No
HSS N201T,INTRO TO PHOTOGRAPHY,3,No
HSS N202T,IND C DANCE BHARATNATYAM,3,No
HSS N203T,BASIC ARABIC,3,No
HSS N301T,ELEMENTS OF DANCE,2,No
JAP N101T,BEGINNING JAPANESE,3,No
MUSIC N103T,INDIAN CLASS MUSIC VOC I,3*,Yes
MUSIC N104T,INDIA CLASS MUSIC VOC II,3,No
MUSIC N105T,WESTERN CLASS MUSIC I,3,No
MUSIC N106T,WESTERN CLASS MUSIC II,3,No
MUSIC N111T,HIND CLASS MUSIC (INST)I,3*,Yes
MUSIC N112T,HIND CLASS MUSIC (INST)II,3,No
MUSIC N113T,INDIA CLASS MUSIC(INST)I,3,No
MUSIC N114T,INDIA CLASS MUSIC (INST)II,3*,Yes
MUSIC N203T,INDIA CLASS MUSIC(VOC) III,3,No
MUSIC N204T,IND CLASS MUSIC(VOC) IV,3,No
MUSIC N205T,WESTERN CLASS MUSIC III,3,No
MUSIC N206T,WESTERN CLASS MUSIC IV,3,No
MUSIC N213T,IND CLASS MUSIC (INST) III,3,No
MUSIC N214T,IND CLASS MUSIC (INST)IV,3,No
MUSIC N303T,ADV IND MUSIC PRA(VOCAL),3,No
MUSIC N313T,ADV IND MUSIC PRA (INST),3,No
RUS N101T,BEGINNING RUSSIAN,3,No
RUS N102T,TECHNICAL RUSSIAN,3,No
